,Unnamed: 0.1,Unnamed: 0,survived,age,sibsp,parch,fare,class,who,adult_male,deck,embark_town,alive,alone,FamilySize,IsAlone,Age,sex_male,embarked_Q,embarked_S,pclass_2,pclass_3
345,345,345,1,-0.41203677443229225,0,0,-0.3336984726090332,Second,woman,False,F,Southampton,yes,True,-0.5609748304808925,1,3.2188758248682006,False,False,True,True,False
346,346,346,1,0.8175607187083667,0,0,-0.3336984726090332,Second,woman,False,C,Southampton,yes,True,-0.5609748304808925,1,3.713572066704308,False,False,True,True,False
347,347,347,1,-0.10463740114712752,1,0,-0.12717266791993012,Third,woman,False,C,Southampton,yes,False,0.059159876663617626,0,3.367295829986474,False,False,True,False,True
348,348,348,1,-2.025883484179407,1,1,-0.13932010117845442,Third,child,False,C,Southampton,yes,False,0.6792945838081278,0,1.3862943611198906,True,False,True,False,True
349,349,349,0,0.9712604053509489,0,0,-0.7165619336211217,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.7612001156935624,True,False,True,False,True
350,350,350,0,-0.48888661775358344,0,0,-0.658138561741074,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.1780538303479458,True,False,True,False,True
351,351,351,0,-0.10463740114712752,0,0,0.6414769499431594,First,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,False
352,352,352,0,-1.1036853643239128,1,1,-0.8823470582632056,Third,child,False,C,Cherbourg,no,False,0.6792945838081278,0,2.772588722239781,True,False,False,False,True
353,353,353,0,-0.33518693111100106,1,0,-0.0293120756270656,Third,man,True,C,Southampton,no,False,0.059159876663617626,0,3.258096538021482,True,False,True,False,True
354,354,354,0,-0.10463740114712752,0,0,-0.8828741679067217,Third,man,True,C,Cherbourg,no,True,-0.5609748304808925,1,3.367295829986474,True,False,False,False,True
355,355,355,0,-0.10463740114712752,0,0,-0.6307359423566569,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
356,356,356,1,-0.5657364610748746,0,1,1.0976780669265336,First,woman,False,E,Southampton,yes,False,0.059159876663617626,0,3.1354942159291497,False,False,True,False,False
357,357,357,0,0.6638610320657843,0,0,-0.3336984726090332,Second,woman,False,C,Southampton,no,True,-0.5609748304808925,1,3.6635616461296463,False,False,True,True,False
358,358,358,1,-0.10463740114712752,0,0,-0.8038521494426432,Third,woman,False,C,Queenstown,yes,True,-0.5609748304808925,1,3.367295829986474,False,True,False,False,True
359,359,359,1,-0.10463740114712752,0,0,-0.8038521494426432,Third,woman,False,C,Queenstown,yes,True,-0.5609748304808925,1,3.367295829986474,False,True,False,False,True
360,360,360,0,0.8175607187083667,1,4,0.4146557174979072,Third,man,True,C,Southampton,no,False,2.5396987052416584,0,3.713572066704308,True,False,True,False,True
361,361,361,0,-0.027787557825836348,1,0,0.4082334475616762,Second,man,True,C,Cherbourg,no,False,0.059159876663617626,0,3.4011973816621555,True,False,False,True,False
362,362,362,0,1.2018099353148226,0,1,-0.23166125968823223,Third,woman,False,C,Cherbourg,no,False,0.059159876663617626,0,3.828641396489095,False,False,False,False,True
363,363,363,0,0.4333115021019107,0,0,-0.9050797531497122,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.58351893845611,True,False,True,False,True
364,364,364,0,-0.10463740114712752,1,0,-0.16405229962564447,Third,man,True,C,Queenstown,no,False,0.059159876663617626,0,3.367295829986474,True,True,False,False,True
365,365,365,0,0.04906228549545483,0,0,-0.8797405693934278,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.4339872044851463,True,False,True,False,True
366,366,366,1,2.3545575851341902,1,0,1.4163815756188534,First,woman,False,D,Cherbourg,yes,False,0.059159876663617626,0,4.110873864173311,False,False,False,False,False
367,367,367,1,-0.10463740114712752,0,0,-0.8823470582632056,Third,woman,False,C,Cherbourg,yes,True,-0.5609748304808925,1,3.367295829986474,False,False,False,False,True
368,368,368,1,-0.10463740114712752,0,0,-0.8189865811572414,Third,woman,False,C,Queenstown,yes,True,-0.5609748304808925,1,3.367295829986474,False,True,False,False,True
369,369,369,1,-0.41203677443229225,0,0,1.3324938581871215,First,woman,False,B,Cherbourg,yes,True,-0.5609748304808925,1,3.2188758248682006,False,False,False,False,False
370,370,370,1,-0.33518693111100106,1,0,1.1057901177672143,First,man,True,E,Cherbourg,yes,False,0.059159876663617626,0,3.258096538021482,True,False,False,False,False
371,371,371,0,-0.8731358343600393,1,0,-0.9787286015064478,Third,man,True,C,Southampton,no,False,0.059159876663617626,0,2.9444389791664403,True,False,True,False,True
372,372,372,0,-0.7962859910387481,0,0,-0.7841792430073967,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,2.995732273553991,True,False,True,False,True
373,373,373,0,-0.5657364610748746,0,0,2.0186331792044068,First,man,True,C,Cherbourg,no,True,-0.5609748304808925,1,3.1354942159291497,True,False,False,False,False
374,374,374,0,-2.025883484179407,3,1,0.13649913806595457,Third,child,False,C,Southampton,no,False,1.9195639980971482,0,1.3862943611198906,False,False,True,False,True
375,375,375,1,-0.10463740114712752,1,0,1.5060857797883969,First,woman,False,C,Cherbourg,yes,False,0.059159876663617626,0,3.367295829986474,False,False,False,False,False
376,376,376,1,-0.5657364610748746,0,0,-0.8797405693934278,Third,woman,False,C,Southampton,yes,True,-0.5609748304808925,1,3.1354942159291497,False,False,True,False,True
377,377,377,0,-0.1814872444684187,0,2,2.4746366111687697,First,man,True,C,Cherbourg,no,False,0.6792945838081278,0,3.332204510175204,True,False,False,False,False
378,378,378,0,-0.719436147717457,0,0,-1.3942229498762084,Third,man,True,C,Cherbourg,no,True,-0.5609748304808925,1,3.044522437723423,True,False,False,False,True
379,379,379,0,-0.7962859910387481,0,0,-0.8160407306065733,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,2.995732273553991,True,False,True,False,True
380,380,380,1,0.9712604053509489,0,0,2.5497045522452972,First,woman,False,C,Cherbourg,yes,True,-0.5609748304808925,1,3.7612001156935624,False,False,False,False,False
381,381,381,1,-2.1795831708219895,0,2,-0.14903715526900022,Third,child,False,C,Cherbourg,yes,False,0.6792945838081278,0,0.6931471805599453,False,False,False,False,True
382,382,382,0,0.20276197213803718,0,0,-0.798539974052802,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.4965075614664802,True,False,True,False,True
383,383,383,1,0.4333115021019107,1,0,1.0408277503255374,First,woman,False,C,Southampton,yes,False,0.059159876663617626,0,3.58351893845611,False,False,True,False,False
384,384,384,0,-0.10463740114712752,0,0,-0.8019236166026618,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
385,385,385,0,-0.8731358343600393,0,0,1.3924082286355355,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,2.9444389791664403,True,False,True,True,False
386,386,386,0,-2.1795831708219895,5,2,0.936361092700485,Third,child,False,C,Southampton,no,False,3.779968119530679,0,0.6931471805599453,True,False,True,False,True
387,387,387,1,0.5101613454232019,0,0,-0.3336984726090332,Second,woman,False,C,Southampton,yes,True,-0.5609748304808925,1,3.6109179126442243,False,False,True,True,False
388,388,388,0,-0.10463740114712752,0,0,-0.8214439504217126,Third,man,True,C,Queenstown,no,True,-0.5609748304808925,1,3.367295829986474,True,True,False,False,True
389,389,389,1,-0.9499856776813305,0,0,-0.4102164299119116,Second,woman,False,C,Cherbourg,yes,True,-0.5609748304808925,1,2.8903717578961645,False,False,False,True,False
390,390,390,1,0.5101613454232019,1,2,1.8931715298766851,First,man,True,B,Southampton,yes,False,1.299429290952638,0,3.6109179126442243,True,False,True,False,False
391,391,391,1,-0.6425863043961658,0,0,-0.8135961720983267,Third,man,True,C,Southampton,yes,True,-0.5609748304808925,1,3.091042453358316,True,False,True,False,True
392,392,392,0,-0.10463740114712752,2,0,-0.798539974052802,Third,man,True,C,Southampton,no,False,0.6792945838081278,0,3.367295829986474,True,False,True,False,True
393,393,393,1,-0.48888661775358344,1,0,1.834129231109428,First,woman,False,D,Cherbourg,yes,False,0.059159876663617626,0,3.1780538303479458,False,False,False,False,False
394,394,394,1,-0.41203677443229225,0,2,-0.09156500424402261,Third,woman,False,G,Southampton,yes,False,0.6792945838081278,0,3.2188758248682006,False,False,True,False,True
395,395,395,0,-0.5657364610748746,0,0,-0.8135961720983267,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.1354942159291497,True,False,True,False,True
396,396,396,0,0.12591212881674602,0,0,-0.806763380796033,Third,woman,False,C,Southampton,no,True,-0.5609748304808925,1,3.4657359027997265,False,False,True,False,True
397,397,397,0,1.2786597786361138,0,0,0.3444394801955362,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.8501476017100584,True,False,True,True,False
398,398,398,0,-0.48888661775358344,0,0,-0.5368057694182641,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.1780538303479458,True,False,True,True,False
399,399,399,1,-0.10463740114712752,0,0,-0.35983961362319966,Second,woman,False,C,Southampton,yes,True,-0.5609748304808925,1,3.367295829986474,False,False,True,True,False
400,400,400,1,0.7407108753870755,0,0,-0.798539974052802,Third,man,True,C,Southampton,yes,True,-0.5609748304808925,1,3.6888794541139363,True,False,True,False,True
401,401,401,0,-0.2583370877897099,0,0,-0.7841792430073967,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.295836866004329,True,False,True,False,True
402,402,402,0,-0.6425863043961658,1,0,-0.5992616204389827,Third,woman,False,C,Southampton,no,False,0.059159876663617626,0,3.091042453358316,False,False,True,False,True
403,403,403,0,-0.10463740114712752,1,0,-0.1423794216910609,Third,man,True,C,Southampton,no,False,0.059159876663617626,0,3.367295829986474,True,False,True,False,True
404,404,404,0,-0.719436147717457,0,0,-0.7165619336211217,Third,woman,False,C,Southampton,no,True,-0.5609748304808925,1,3.044522437723423,False,False,True,False,True
405,405,405,0,0.35646165878061953,1,0,0.1329851701219792,Second,man,True,C,Southampton,no,False,0.059159876663617626,0,3.5553480614894135,True,False,True,True,False
406,406,406,0,1.6629089952425695,0,0,-0.8189865811572414,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.9512437185814275,True,False,True,False,True
407,407,407,1,-2.025883484179407,1,1,0.021587667954472933,Second,child,False,C,Southampton,yes,False,0.6792945838081278,0,1.3862943611198906,True,False,True,True,False
408,408,408,0,-0.6425863043961658,0,0,-0.8160407306065733,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.091042453358316,True,False,True,False,True
409,409,409,0,-0.10463740114712752,3,1,0.32384119624754826,Third,woman,False,C,Southampton,no,False,1.9195639980971482,0,3.367295829986474,False,False,True,False,True
410,410,410,0,-0.10463740114712752,0,0,-0.8019236166026618,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
411,411,411,0,-0.10463740114712752,0,0,-0.9299653348541039,Third,man,True,C,Queenstown,no,True,-0.5609748304808925,1,3.367295829986474,True,True,False,False,True
412,412,412,1,0.27961181545932834,1,0,1.5989745568795648,First,woman,False,C,Queenstown,yes,False,0.059159876663617626,0,3.5263605246161616,False,True,False,False,False
413,413,413,0,-0.10463740114712752,0,0,-3.0585777291682934,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,True,False
414,414,414,1,1.1249600919935314,0,0,-0.798539974052802,Third,man,True,C,Southampton,yes,True,-0.5609748304808925,1,3.8066624897703196,True,False,True,False,True
415,415,415,0,-0.10463740114712752,0,0,-0.7841792430073967,Third,woman,False,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,False,False,True,False,True
416,416,416,1,0.35646165878061953,1,1,0.5671628780396996,Second,woman,False,C,Southampton,yes,False,0.6792945838081278,0,3.5553480614894135,False,False,True,True,False
417,417,417,1,-0.8731358343600393,0,2,-0.3336984726090332,Second,woman,False,C,Southampton,yes,False,0.6792945838081278,0,2.9444389791664403,False,False,True,True,False
418,418,418,0,0.04906228549545483,0,0,-0.3336984726090332,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.4339872044851463,True,False,True,True,False
419,419,419,0,-1.4879345809303688,0,2,0.2711522804976662,Third,child,False,C,Southampton,no,False,0.6792945838081278,0,2.3978952727983707,False,False,True,False,True
420,420,420,0,-0.10463740114712752,0,0,-0.8019236166026618,Third,man,True,C,Cherbourg,no,True,-0.5609748304808925,1,3.367295829986474,True,False,False,False,True
421,421,421,0,-0.6425863043961658,0,0,-0.8209591021193487,Third,man,True,C,Queenstown,no,True,-0.5609748304808925,1,3.091042453358316,True,True,False,False,True
422,422,422,0,-0.027787557825836348,0,0,-0.8043406630039285,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.4011973816621555,True,False,True,False,True
423,423,423,0,-0.10463740114712752,1,1,-0.23528881360946907,Third,woman,False,C,Southampton,no,False,0.6792945838081278,0,3.367295829986474,False,False,True,False,True
424,424,424,0,-0.8731358343600393,1,1,0.09534793704965058,Third,man,True,C,Southampton,no,False,0.6792945838081278,0,2.9444389791664403,True,False,True,False,True
425,425,425,0,-0.10463740114712752,0,0,-0.8797405693934278,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
426,426,426,1,-0.10463740114712752,1,0,0.3444394801955362,Second,woman,False,C,Southampton,yes,False,0.059159876663617626,0,3.367295829986474,False,False,True,True,False
427,427,427,1,-0.7962859910387481,0,0,0.3444394801955362,Second,woman,False,C,Southampton,yes,True,-0.5609748304808925,1,2.995732273553991,False,False,True,True,False
428,428,428,0,-0.10463740114712752,0,0,-0.8189865811572414,Third,man,True,C,Queenstown,no,True,-0.5609748304808925,1,3.367295829986474,True,True,False,False,True
429,429,429,1,0.20276197213803718,0,0,-0.7841792430073967,Third,man,True,E,Southampton,yes,True,-0.5609748304808925,1,3.4965075614664802,True,False,True,False,True
430,430,430,1,-0.10463740114712752,0,0,0.36526093570402607,First,man,True,C,Southampton,yes,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,False
431,431,431,1,-0.10463740114712752,1,0,-0.12717266791993012,Third,woman,False,C,Southampton,yes,False,0.059159876663617626,0,3.367295829986474,False,False,True,False,True
432,432,432,1,0.9712604053509489,1,0,0.3444394801955362,Second,woman,False,C,Southampton,yes,False,0.059159876663617626,0,3.7612001156935624,False,False,True,True,False
433,433,433,0,-0.9499856776813305,0,0,-0.8955045384601199,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,2.8903717578961645,True,False,True,False,True
434,434,434,0,1.5860591519212783,1,0,1.1141402035210881,First,man,True,E,Southampton,no,False,0.059159876663617626,0,3.9318256327243257,True,False,True,False,False
435,435,435,1,-1.180535207645204,1,2,1.8931715298766851,First,child,False,B,Southampton,yes,False,1.299429290952638,0,2.70805020110221,False,False,True,False,False
436,436,436,0,-0.6425863043961658,2,2,0.6233938271906204,Third,woman,False,C,Southampton,no,False,1.9195639980971482,0,3.091042453358316,False,False,True,False,True
437,437,437,1,-0.41203677443229225,2,3,0.021587667954472933,Second,woman,False,C,Southampton,yes,False,2.5396987052416584,0,3.2188758248682006,False,False,True,True,False
438,438,438,0,2.661956958419355,1,4,2.6987007794454887,First,man,True,C,Southampton,no,False,2.5396987052416584,0,4.174387269895637,True,False,True,False,False
439,439,439,0,0.12591212881674602,0,0,-0.5368057694182641,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.4657359027997265,True,False,True,True,False
440,440,440,1,1.2018099353148226,1,1,0.35395586016517094,Second,woman,False,C,Southampton,yes,False,0.6792945838081278,0,3.828641396489095,False,False,True,True,False
441,441,441,0,-0.719436147717457,0,0,-0.6307359423566569,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.044522437723423,True,False,True,False,True
442,442,442,0,-0.33518693111100106,1,0,-0.8160407306065733,Third,man,True,C,Southampton,no,False,0.059159876663617626,0,3.258096538021482,True,False,True,False,True
443,443,443,1,-0.10463740114712752,0,0,-0.3336984726090332,Second,woman,False,C,Southampton,yes,True,-0.5609748304808925,1,3.367295829986474,False,False,True,True,False
444,444,444,1,-0.10463740114712752,0,0,-0.7770730902669089,Third,man,True,C,Southampton,yes,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
445,445,445,1,-1.949033640858116,0,2,1.5021989568725875,First,child,False,A,Southampton,yes,False,0.6792945838081278,0,1.6094379124341003,True,False,True,False,False
446,446,446,1,-1.2573850509664952,0,1,0.06007112543995847,Second,child,False,C,Southampton,yes,False,0.059159876663617626,0,2.639057329615259,False,False,True,True,False
447,447,447,1,0.35646165878061953,0,0,0.36526093570402607,First,man,True,C,Southampton,yes,True,-0.5609748304808925,1,3.5553480614894135,True,False,True,False,False
448,448,448,1,-1.8721837975368247,2,1,0.047825129435189045,Third,child,False,C,Cherbourg,yes,False,1.299429290952638,0,1.791759469228055,False,False,False,False,True
449,449,449,1,1.7397588385638607,0,0,0.5036031274312862,First,man,True,C,Southampton,yes,True,-0.5609748304808925,1,3.970291913552122,True,False,True,False,False
450,450,450,0,0.5101613454232019,1,2,0.40928266156909443,Second,man,True,C,Southampton,no,False,1.299429290952638,0,3.6109179126442243,True,False,True,True,False
451,451,451,0,-0.10463740114712752,1,0,0.0833137463231359,Third,man,True,C,Southampton,no,False,0.059159876663617626,0,3.367295829986474,True,False,True,False,True
452,452,452,0,0.04906228549545483,0,0,0.40928266156909443,First,man,True,C,Cherbourg,no,True,-0.5609748304808925,1,3.4339872044851463,True,False,False,False,False
453,453,453,1,1.5092093085999871,1,0,1.588760118059578,First,man,True,C,Cherbourg,yes,False,0.059159876663617626,0,3.912023005428146,True,False,False,False,False
454,454,454,0,-0.10463740114712752,0,0,-0.7841792430073967,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
455,455,455,1,-0.027787557825836348,0,0,-0.8019236166026618,Third,man,True,C,Cherbourg,yes,True,-0.5609748304808925,1,3.4011973816621555,True,False,False,False,True
456,456,456,0,2.738806801740646,0,0,0.36526093570402607,First,man,True,E,Southampton,no,True,-0.5609748304808925,1,4.189654742026425,True,False,True,False,False
457,457,457,1,-0.10463740114712752,1,0,1.038145562232327,First,woman,False,D,Southampton,yes,False,0.059159876663617626,0,3.367295829986474,False,False,True,False,False
458,458,458,1,1.5860591519212783,0,0,-0.5368057694182641,Second,woman,False,C,Southampton,yes,True,-0.5609748304808925,1,3.9318256327243257,False,False,True,True,False
459,459,459,0,-0.10463740114712752,0,0,-0.8189865811572414,Third,man,True,C,Queenstown,no,True,-0.5609748304808925,1,3.367295829986474,True,True,False,False,True
460,460,460,1,1.432359465278696,0,0,0.36526093570402607,First,man,True,E,Southampton,yes,True,-0.5609748304808925,1,3.8918202981106265,True,False,True,False,False
461,461,461,0,0.35646165878061953,0,0,-0.7841792430073967,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.5553480614894135,True,False,True,False,True
462,462,462,0,1.3555096219574048,0,0,0.7372759377222563,First,man,True,E,Southampton,no,True,-0.5609748304808925,1,3.8712010109078907,True,False,True,False,False
463,463,463,0,1.432359465278696,0,0,-0.3336984726090332,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.8918202981106265,True,False,True,True,False
464,464,464,0,-0.10463740114712752,0,0,-0.7841792430073967,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
465,465,465,0,0.6638610320657843,0,0,-0.9050797531497122,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.6635616461296463,True,False,True,False,True
466,466,466,0,-0.10463740114712752,0,0,-3.0585777291682934,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,True,False
467,467,467,0,2.0471582118490255,0,0,0.36526093570402607,First,man,True,C,Southampton,no,True,-0.5609748304808925,1,4.04305126783455,True,False,True,False,False
468,468,468,0,-0.10463740114712752,0,0,-0.8219408604763344,Third,man,True,C,Queenstown,no,True,-0.5609748304808925,1,3.367295829986474,True,True,False,False,True
469,469,469,1,-2.1987956316523123,2,1,0.047825129435189045,Third,child,False,C,Cherbourg,yes,False,1.299429290952638,0,0.5596157879354227,False,False,False,False,True
470,470,470,0,-0.10463740114712752,0,0,-0.8797405693934278,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
471,471,471,0,0.6638610320657843,0,0,-0.7165619336211217,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.6635616461296463,True,False,True,False,True
472,472,472,1,0.27961181545932834,1,2,0.40928266156909443,Second,woman,False,C,Southampton,yes,False,1.299429290952638,0,3.5263605246161616,False,False,True,True,False
473,473,473,1,-0.48888661775358344,0,0,-0.2769007052339032,Second,woman,False,D,Cherbourg,yes,True,-0.5609748304808925,1,3.1780538303479458,False,False,False,True,False
474,474,474,0,-0.5657364610748746,0,0,-0.5980700220174994,Third,woman,False,C,Southampton,no,True,-0.5609748304808925,1,3.1354942159291497,False,False,True,False,True
475,475,475,0,-0.10463740114712752,0,0,1.0408277503255374,First,man,True,A,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,False
476,476,476,0,0.35646165878061953,1,0,0.1329851701219792,Second,man,True,C,Southampton,no,False,0.059159876663617626,0,3.5553480614894135,True,False,True,True,False
477,477,477,0,-0.027787557825836348,1,0,-0.9056185997745971,Third,man,True,C,Southampton,no,False,0.059159876663617626,0,3.4011973816621555,True,False,True,False,True
478,478,478,0,-0.5657364610748746,0,0,-0.8463932397472813,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.1354942159291497,True,False,True,False,True
479,479,479,1,-2.1027333275006983,0,1,-0.38763069046803694,Third,child,False,C,Southampton,yes,False,0.059159876663617626,0,1.0986122886681096,False,False,True,False,True
480,480,480,0,-1.56478442425166,5,2,0.936361092700485,Third,child,False,C,Southampton,no,False,3.779968119530679,0,2.302585092994046,True,False,True,False,True
481,481,481,0,-0.10463740114712752,0,0,-3.0585777291682934,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,True,False
482,482,482,0,1.5860591519212783,0,0,-0.7841792430073967,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.9318256327243257,True,False,True,False,True
483,483,483,1,2.585107115098064,0,0,-0.6221672631581132,Third,woman,False,C,Southampton,yes,True,-0.5609748304808925,1,4.1588830833596715,False,False,True,False,True
484,484,484,1,-0.33518693111100106,1,0,1.6111475224786775,First,man,True,B,Cherbourg,yes,False,0.059159876663617626,0,3.258096538021482,True,False,False,False,False
485,485,485,0,-0.10463740114712752,3,1,0.32384119624754826,Third,woman,False,C,Southampton,no,False,1.9195639980971482,0,3.367295829986474,False,False,True,False,True
486,486,486,1,0.4333115021019107,1,0,1.5989745568795648,First,woman,False,C,Southampton,yes,False,0.059159876663617626,0,3.58351893845611,False,False,True,False,False
487,487,487,0,2.200857898491608,0,0,0.4770416648490861,First,man,True,B,Cherbourg,no,True,-0.5609748304808925,1,4.07753744390572,True,False,False,False,False
488,488,488,0,0.04906228549545483,0,0,-0.7841792430073967,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.4339872044851463,True,False,True,False,True
489,489,489,1,-1.56478442425166,1,1,-0.13932010117845442,Third,child,False,C,Southampton,yes,False,0.6792945838081278,0,2.302585092994046,True,False,True,False,True
490,490,490,0,-0.10463740114712752,1,0,0.0833137463231359,Third,man,True,C,Southampton,no,False,0.059159876663617626,0,3.367295829986474,True,False,True,False,True
491,491,491,0,-0.6425863043961658,0,0,-0.8797405693934278,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.091042453358316,True,False,True,False,True
492,492,492,0,1.9703083685277343,0,0,0.5036031274312862,First,man,True,C,Southampton,no,True,-0.5609748304808925,1,4.02535169073515,True,False,True,False,False
493,493,493,0,3.1999058616683933,0,0,0.9910237262754293,First,man,True,C,Cherbourg,no,True,-0.5609748304808925,1,4.276666119016055,True,False,False,False,False
494,494,494,0,-0.6425863043961658,0,0,-0.7841792430073967,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.091042453358316,True,False,True,False,True
495,495,495,0,-0.10463740114712752,0,0,-0.23138736843472296,Third,man,True,C,Cherbourg,no,True,-0.5609748304808925,1,3.367295829986474,True,False,False,False,True
496,496,496,1,1.893458525206443,1,0,1.4564440718289613,First,woman,False,D,Cherbourg,yes,False,0.059159876663617626,0,4.007333185232471,False,False,False,False,False
497,497,497,0,-0.10463740114712752,0,0,-0.1893914833819289,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
498,498,498,0,-0.33518693111100106,1,2,2.132408321022389,First,woman,False,C,Southampton,no,False,1.299429290952638,0,3.258096538021482,False,False,True,False,False
499,499,499,0,-0.41203677443229225,0,0,-0.8135961720983267,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.2188758248682006,True,False,True,False,True
500,500,500,0,-0.9499856776813305,0,0,-0.7165619336211217,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,2.8903717578961645,True,False,True,False,True
501,501,501,0,-0.6425863043961658,0,0,-0.8189865811572414,Third,woman,False,C,Queenstown,no,True,-0.5609748304808925,1,3.091042453358316,False,True,False,False,True
502,502,502,0,-0.10463740114712752,0,0,-0.8333405692374476,Third,woman,False,C,Queenstown,no,True,-0.5609748304808925,1,3.367295829986474,False,True,False,False,True
503,503,503,0,0.5870111887444931,0,0,-0.6221672631581132,Third,woman,False,C,Southampton,no,True,-0.5609748304808925,1,3.6375861597263857,False,False,True,False,True
504,504,504,1,-1.0268355210026217,0,0,1.5584783893656837,First,woman,False,B,Southampton,yes,True,-0.5609748304808925,1,2.833213344056216,False,False,True,False,False
505,505,505,0,-0.8731358343600393,1,0,1.7938227894866787,First,man,True,C,Cherbourg,no,False,0.059159876663617626,0,2.9444389791664403,True,False,False,False,False
506,506,506,1,0.27961181545932834,0,2,0.3444394801955362,Second,woman,False,C,Southampton,yes,False,0.6792945838081278,0,3.5263605246161616,False,False,True,True,False
507,507,507,1,-0.10463740114712752,0,0,0.36526093570402607,First,man,True,C,Southampton,yes,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,False
508,508,508,0,-0.10463740114712752,0,0,0.20218592718197398,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
509,509,509,1,-0.2583370877897099,0,0,1.1248955097361595,Third,man,True,C,Southampton,yes,True,-0.5609748304808925,1,3.295836866004329,True,False,True,False,True
510,510,510,1,-0.027787557825836348,0,0,-0.8189865811572414,Third,man,True,C,Queenstown,yes,True,-0.5609748304808925,1,3.4011973816621555,True,True,False,False,True
511,511,511,0,-0.10463740114712752,0,0,-0.7841792430073967,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
512,512,512,1,0.5101613454232019,0,0,0.3553757823476229,First,man,True,E,Southampton,yes,True,-0.5609748304808925,1,3.6109179126442243,True,False,True,False,False
513,513,513,1,1.893458525206443,1,0,1.1757752036108362,First,woman,False,C,Cherbourg,yes,False,0.059159876663617626,0,4.007333185232471,False,False,False,False,False
514,514,514,0,-0.41203677443229225,0,0,-0.8494271027413144,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.2188758248682006,True,False,True,False,True
515,515,515,0,1.3555096219574048,0,0,0.6130033879569109,First,man,True,D,Southampton,no,True,-0.5609748304808925,1,3.8712010109078907,True,False,True,False,False
516,516,516,1,0.35646165878061953,0,0,-0.5368057694182641,Second,woman,False,F,Southampton,yes,True,-0.5609748304808925,1,3.5553480614894135,False,False,True,True,False
517,517,517,0,-0.10463740114712752,0,0,0.2711522804976662,Third,man,True,C,Queenstown,no,True,-0.5609748304808925,1,3.367295829986474,True,True,False,False,True
